106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 4 2021-01-23T10:23:29 2021-01-23T10:23:42 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 5 2021-01-23T10:23:57 2021-01-23T10:24:10 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 6 2021-01-23T10:24:24 2021-01-23T10:24:37 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 7 2021-01-23T10:24:52 2021-01-23T10:25:05 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 8 2021-01-23T10:25:19 2021-01-23T10:25:32 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 9 2021-01-23T10:25:47 2021-01-23T10:26:00 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 3.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 3 2021-01-23T10:22:04 2021-01-23T10:26:41 10 2021-01-23T10:26:14 2021-01-23T10:26:27 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 1 2021-01-23T10:26:44 2021-01-23T10:27:00 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 2 2021-01-23T10:27:26 2021-01-23T10:27:42 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 3 2021-01-23T10:28:09 2021-01-23T10:28:25 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 4 2021-01-23T10:28:51 2021-01-23T10:29:07 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 5 2021-01-23T10:29:34 2021-01-23T10:29:50 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 6 2021-01-23T10:30:16 2021-01-23T10:30:32 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 7 2021-01-23T10:30:59 2021-01-23T10:31:15 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 8 2021-01-23T10:31:41 2021-01-23T10:31:57 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 9 2021-01-23T10:32:24 2021-01-23T10:32:40 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 6.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 4 2021-01-23T10:26:41 2021-01-23T10:33:49 10 2021-01-23T10:33:06 2021-01-23T10:33:22 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 1 2021-01-23T10:33:51 2021-01-23T10:34:05 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 2 2021-01-23T10:34:24 2021-01-23T10:34:38 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 3 2021-01-23T10:34:56 2021-01-23T10:35:10 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 4 2021-01-23T10:35:29 2021-01-23T10:35:43 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 5 2021-01-23T10:36:01 2021-01-23T10:36:15 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 6 2021-01-23T10:36:34 2021-01-23T10:36:48 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 7 2021-01-23T10:37:06 2021-01-23T10:37:20 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 8 2021-01-23T10:37:39 2021-01-23T10:37:53 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 9 2021-01-23T10:38:11 2021-01-23T10:38:25 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 4.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 5 2021-01-23T10:33:49 2021-01-23T10:39:16 10 2021-01-23T10:38:44 2021-01-23T10:38:58 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 1 2021-01-23T10:39:18 2021-01-23T10:39:30 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 2 2021-01-23T10:39:41 2021-01-23T10:39:53 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 3 2021-01-23T10:40:03 2021-01-23T10:40:15 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 4 2021-01-23T10:40:26 2021-01-23T10:40:38 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 5 2021-01-23T10:40:48 2021-01-23T10:41:00 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 6 2021-01-23T10:41:11 2021-01-23T10:41:23 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 7 2021-01-23T10:41:33 2021-01-23T10:41:45 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 8 2021-01-23T10:41:56 2021-01-23T10:42:08 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 9 2021-01-23T10:42:18 2021-01-23T10:42:30 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 True True DARK "" -596.52323555 -596.52323555 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" CALIB IMAGE DARK 2.0 J,H,K "Daytime calib" -1 1.00 "" 34 2021-01-23T09:11:10 2021-01-23T10:42:53 6 2021-01-23T10:39:16 2021-01-23T10:42:53 10 2021-01-23T10:42:41 2021-01-23T10:42:53 0.000 0.000 0.000 0.000 0.000 0.000 0.000
